Desc  ,Name_Analog_Source,Zones  ,Alm_preHi  ,Alm_emgHi  ,Alm_unrHi  ,Alm_preLo  ,Alm_emgLo  ,Alm_unrLo  ,EU_Hi  ,EuText  ,record,OrderNo,Type,Key,Name,Stn,AOR,pUNIT,pScale EU_Hi,AlarmGrp,RawCountFormat,"77,4","77,1","77,0","78,0","78,1","78,4","91,1","91,2","91,3","91,4","91,5",ICAddress
  ,"LA,SOEPT   ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,  ,56,56,2,"""04012010""","""""",012,10,"""""",1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
LA REGULATOR STAGE  ,"LA,STAGE   ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,STAGE  ,57,57,2,"""04012011""","""LA REGULATOR STAGE""",012,10,11,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DI TX1 TANK OIL TEMP  ,"DI,TX1TMP  ",3  ,105  ,125  ,150  ,-5  ,-10  ,-300  ,1.0,DEGREE  ,58,58,1,"""03001001""","""DI TX1 TANK OIL TEMP""",001,3,12,1.0,1,1,150  ,125  ,105  ,-5,-10  ,-300  ,0.0,0.0,0.0,1.0,1.0,
WH FDR 2 WATTS  ,"WH,2KW     ",5  ,  ,  ,  ,  ,  ,  ,20470.0,WATTS  ,59,59,1,"""03021001""","""WH FDR 2 WATTS""",021,5,3,20470.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TX2 REG B VOLT  ,"RV,RBV2    ",6  ,127.5  ,129  ,150  ,120  ,118.5  ,-10  ,204.7,VOLTS  ,60,60,1,"""03031001""","""TX2 REG B VOLT""",031,6,5,204.7,1,1,150  ,129  ,127.5  ,120,118.5  ,-10  ,0.0,0.0,0.0,1.0,1.0,
BW PTX1 KW PREV HOUR  ,"BW,KWPHR1  ",3  ,  ,  ,  ,  ,  ,  ,196512.0,KW  ,61,61,1,"""03015010""","""BW PTX1 KW PREV HOUR""",015,3,10,196512.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
WB W6144 WATTS  ,"WB,6144W   ",3  ,17000  ,18000  ,20000  ,-10  ,-500  ,-1000  ,100000.0,WATTS  ,62,62,1,"""03052001""","""WB W6144 WATTS""",052,3,3,100000.0,1,1,20000  ,18000  ,17000  ,-10,-500  ,-1000  ,0.0,0.0,0.0,1.0,1.0,
SN TX1 KW PREV HR  ,"SN,KWPHR1  ",3  ,  ,  ,  ,  ,  ,  ,196512.0,KW  ,63,63,1,"""03064001""","""SN TX1 KW PREV HR""",064,3,10,196512.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BN TX1 KW PREV HR (KWH)  ,"BN,KWPHR1  ",3  ,  ,  ,  ,  ,  ,  ,147384.0,KW  ,64,64,1,"""03039001""","""BN TX1 KW PREV HR (KWH)""",039,3,10,147384.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
FL TX1 PREV HOUR  ,"FL,KWPHR1  ",3  ,  ,  ,  ,  ,  ,  ,196512.0,KW  ,65,65,1,"""03032001""","""FL TX1 PREV HOUR""",032,3,10,196512.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
WH BKR 2C AMPS  ,"WH,2C      ",5  ,450  ,500  ,550  ,-10  ,-20  ,-30  ,600.0001,AMPS  ,66,66,1,"""03021002""","""WH BKR 2C AMPS""",021,5,1,600.0001,1,1,550  ,500  ,450  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
MI TX2 WINDING 2 TEMP  ,"MI,T2HST2  ",3  ,  ,  ,  ,  ,  ,  ,1.0,DEGREE  ,67,67,1,"""03011001""","""MI TX2 WINDING 2 TEMP""",011,3,12,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI TX2AMBIENT TEMP  ,"MI,TX2ABT  ",3  ,  ,  ,  ,  ,  ,  ,1.0,DEGREE  ,68,68,1,"""03011002""","""MI TX2AMBIENT TEMP""",011,3,12,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TU W6205 B PHASE AMPS  ,"LC,W6205B  ",3  ,500  ,550  ,600  ,-10  ,-20  ,-30  ,1.0,AMPS  ,69,69,1,"""03023001""","""TU W6205 B PHASE AMPS""",023,3,1,1.0,1,1,600  ,550  ,500  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
REGULATOR STAGE #2  ,"RD,STAGE2  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,STAGE  ,70,70,2,"""04036001""","""REGULATOR STAGE #2""",036,10,11,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
SA REG B TAP CHGR POS  ,"SPR,RBTAP2  ",6  ,15  ,16  ,16.5  ,-15  ,-16  ,-16.5  ,15.9922,TAP  ,71,71,2,"""04067001""","""SA REG B TAP CHGR POS""",067,6,9,15.9922,1,1,16.5  ,16  ,15  ,-15,-16  ,-16.5  ,0.0,0.0,0.0,1.0,1.0,
MI BKR 5 A AMPS  ,"MI,5A      ",3  ,400  ,440  ,480  ,-10  ,-20  ,-30  ,600.0003,AMPS  ,72,72,1,"""03011003""","""MI BKR 5 A AMPS""",011,3,1,600.0003,1,1,480  ,440  ,400  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
MI BKR 5 B AMPS  ,"MI,5B      ",3  ,400  ,440  ,480  ,-10  ,-20  ,-30  ,600.0003,AMPS  ,73,73,1,"""03011004""","""MI BKR 5 B AMPS""",011,3,1,600.0003,1,1,480  ,440  ,400  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
MI BKR 5 C AMPS  ,"MI,5C      ",3  ,400  ,440  ,480  ,-10  ,-20  ,-30  ,600.0003,AMPS  ,74,74,1,"""03011005""","""MI BKR 5 C AMPS""",011,3,1,600.0003,1,1,480  ,440  ,400  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
RV TX2 CALC DEMAND  ,"RV,CALI2   ",6  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,75,75,2,"""04031001""","""RV TX2 CALC DEMAND""",031,6,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BRK 2 AMP TOTAL  ,"MX,2TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,76,76,2,"""04033001""","""BRK 2 AMP TOTAL""",033,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BRK 3 AMP TOTAL  ,"MX,3TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,77,77,2,"""04033002""","""BRK 3 AMP TOTAL""",033,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MX TX1 A PH BUS VOLTS  ,"MX,AV1     ",3  ,140  ,142  ,145  ,115  ,112  ,110  ,204.7,VOLTS  ,78,78,1,"""03033001""","""MX TX1 A PH BUS VOLTS""",033,3,5,204.7,1,1,145  ,142  ,140  ,115,112  ,110  ,0.0,0.0,0.0,1.0,1.0,
MX TX1 B PH BUS VOLTS  ,"MX,BV1     ",3  ,140  ,142  ,145  ,115  ,112  ,110  ,204.7,VOLTS  ,79,79,1,"""03033002""","""MX TX1 B PH BUS VOLTS""",033,3,5,204.7,1,1,145  ,142  ,140  ,115,112  ,110  ,0.0,0.0,0.0,1.0,1.0,
MX TX1 C PH BUS VOLTS  ,"MX,CV1     ",3  ,140  ,142  ,145  ,115  ,112  ,110  ,204.7,VOLTS  ,80,80,1,"""03033003""","""MX TX1 C PH BUS VOLTS""",033,3,5,204.7,1,1,145  ,142  ,140  ,115,112  ,110  ,0.0,0.0,0.0,1.0,1.0,
MI BKR 4 WATTS  ,"MI,4KW     ",3  ,  ,  ,  ,  ,  ,  ,20470.0,WATTS  ,81,81,1,"""03011006""","""MI BKR 4 WATTS""",011,3,3,20470.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
REG A TAP CHGR POS  ,"PH,RATAP   ",5  ,15  ,16  ,16.5  ,-15  ,-16  ,-16.5  ,15.9922,TAP  ,82,82,1,"""03025001""","""REG A TAP CHGR POS""",025,5,9,15.9922,1,1,16.5  ,16  ,15  ,-15,-16  ,-16.5  ,0.0,0.0,0.0,1.0,1.0,
MI BKR 3A AMPS  ,"MI,3A      ",3  ,400  ,440  ,480  ,-10  ,-20  ,-30  ,600.0003,AMPS  ,83,83,1,"""03011007""","""MI BKR 3A AMPS""",011,3,1,600.0003,1,1,480  ,440  ,400  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
MI BKR 3B AMPS  ,"MI,3B      ",3  ,400  ,440  ,480  ,-10  ,-20  ,-30  ,600.0003,AMPS  ,84,84,1,"""03011008""","""MI BKR 3B AMPS""",011,3,1,600.0003,1,1,480  ,440  ,400  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
MI BKR 4 A AMPS  ,"MI,4A      ",3  ,400  ,440  ,480  ,-10  ,-20  ,-30  ,600.0003,AMPS  ,85,85,1,"""03011009""","""MI BKR 4 A AMPS""",011,3,1,600.0003,1,1,480  ,440  ,400  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
MI BKR 4 B AMPS  ,"MI,4B      ",3  ,400  ,440  ,480  ,-10  ,-20  ,-30  ,600.0003,AMPS  ,86,86,1,"""03011010""","""MI BKR 4 B AMPS""",011,3,1,600.0003,1,1,480  ,440  ,400  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
MI BKR 4 C AMPS  ,"MI,4C      ",3  ,400  ,440  ,480  ,-10  ,-20  ,-30  ,600.0003,AMPS  ,87,87,1,"""03011011""","""MI BKR 4 C AMPS""",011,3,1,600.0003,1,1,480  ,440  ,400  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
COMMLINE #4 HEARTBEAT  ,"OP,HRTBT4  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,  ,88,88,2,"""04016001""","""COMMLINE #4 HEARTBEAT""",016,10,"""""",1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
CHANNEL FOUR RETRY COUNT  ,"OP,RC      ",4  ,  ,  ,  ,  ,  ,  ,1.0,  ,89,89,2,"""04016002""","""CHANNEL FOUR RETRY COUNT""",016,4,"""""",1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
ALACHUA TX1 REG A VOLTS  ,"AL,RAV1    ",5  ,127.5  ,129  ,150  ,120  ,118  ,-10  ,204.7,VOLTS  ,90,90,1,"""03017002""","""ALACHUA TX1 REG A VOLTS""",017,5,5,204.7,1,1,150  ,129  ,127.5  ,120,118  ,-10  ,0.0,0.0,0.0,1.0,1.0,
ALACHUA TX1 REG B VOLTS  ,"AL,RBV1    ",5  ,127.5  ,129  ,150  ,119.5  ,118  ,-10  ,204.7,VOLTS  ,91,91,1,"""03017003""","""ALACHUA TX1 REG B VOLTS""",017,5,5,204.7,1,1,150  ,129  ,127.5  ,119.5,118  ,-10  ,0.0,0.0,0.0,1.0,1.0,
ALACHUA TX1 REG C VOLTS  ,"AL,RCV1    ",5  ,127.5  ,129  ,150  ,120  ,118  ,-10  ,204.7,VOLTS  ,92,92,1,"""03017004""","""ALACHUA TX1 REG C VOLTS""",017,5,5,204.7,1,1,150  ,129  ,127.5  ,120,118  ,-10  ,0.0,0.0,0.0,1.0,1.0,
AL TX1 A AMPS C/S TRIP  ,"AL,TX1A    ",5  ,520  ,540  ,557  ,-10  ,-20  ,-30  ,818.8,AMPS  ,93,93,1,"""03017005""","""AL TX1 A AMPS C/S TRIP""",017,5,1,818.8,1,1,557  ,540  ,520  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
AL TX1 B AMPS C/S TRIP  ,"AL,TX1B    ",5  ,520  ,540  ,557  ,-10  ,-20  ,-30  ,818.8,AMPS  ,94,94,1,"""03017006""","""AL TX1 B AMPS C/S TRIP""",017,5,1,818.8,1,1,557  ,540  ,520  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
AL TX1 C AMPS C/S TRIP  ,"AL,TX1C    ",5  ,520  ,540  ,557  ,-10  ,-20  ,-30  ,818.8,AMPS  ,95,95,1,"""03017007""","""AL TX1 C AMPS C/S TRIP""",017,5,1,818.8,1,1,557  ,540  ,520  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
ALACHUA TX1 WATTS  ,"AL,TX1W    ",5  ,17000  ,18000  ,20000  ,-10  ,-500  ,-1000  ,32752.0,WATTS  ,96,96,1,"""03017008""","""ALACHUA TX1 WATTS""",017,5,3,32752.0,1,1,20000  ,18000  ,17000  ,-10,-500  ,-1000  ,0.0,0.0,0.0,1.0,1.0,
TX2 REG C VOLT  ,"RV,RCV2    ",6  ,127.5  ,129  ,150  ,120  ,118.5  ,-10  ,204.7,VOLTS  ,97,97,1,"""03031002""","""TX2 REG C VOLT""",031,6,5,204.7,1,1,150  ,129  ,127.5  ,120,118.5  ,-10  ,0.0,0.0,0.0,1.0,1.0,
AL TX2 PREV MONTH TOTAL  ,"AL,PMT2    ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,98,98,2,"""04017001""","""AL TX2 PREV MONTH TOTAL""",017,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
AL TOT CUR MONTH DMD  ,"AL,CMTT    ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,99,99,2,"""04017002""","""AL TOT CUR MONTH DMD""",017,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
AL TX1 LD TAP CHGR POS  ,"AL,LTC1    ",4  ,15  ,16  ,16.5  ,-15  ,-16  ,-16.5  ,15.9666,TAP  ,100,100,1,"""03017009""","""AL TX1 LD TAP CHGR POS""",017,4,9,15.9666,1,1,16.5  ,16  ,15  ,-15,-16  ,-16.5  ,0.0,0.0,0.0,1.0,1.0,
AL BRK 1 A AMPS BKR TRIP  ,"AL,1A      ",5  ,450  ,475  ,504  ,-10  ,-20  ,-30  ,600.0001,AMPS  ,101,101,1,"""03017010""","""AL BRK 1 A AMPS BKR TRIP""",017,5,1,600.0001,1,1,504  ,475  ,450  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
AL BRK 1 B AMPS BKR TRIP  ,"AL,1B      ",5  ,450  ,475  ,504  ,-10  ,-20  ,-30  ,600.0001,AMPS  ,102,102,1,"""03017011""","""AL BRK 1 B AMPS BKR TRIP""",017,5,1,600.0001,1,1,504  ,475  ,450  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
AL BRK 1 C AMPS BKR TRIP  ,"AL,1C      ",5  ,450  ,475  ,504  ,-10  ,-20  ,-30  ,600.0001,AMPS  ,103,103,1,"""03017012""","""AL BRK 1 C AMPS BKR TRIP""",017,5,1,600.0001,1,1,504  ,475  ,450  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
AL BRK 2 A AMPS BKR TRIP  ,"AL,2A      ",5  ,450  ,475  ,504  ,-10  ,-20  ,-30  ,600.0001,AMPS  ,104,104,1,"""03017013""","""AL BRK 2 A AMPS BKR TRIP""",017,5,1,600.0001,1,1,504  ,475  ,450  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
AL BRK 2 B AMPS BKR TRIP  ,"AL,2B      ",5  ,450  ,475  ,504  ,-10  ,-20  ,-30  ,600.0001,AMPS  ,105,105,1,"""03017014""","""AL BRK 2 B AMPS BKR TRIP""",017,5,1,600.0001,1,1,504  ,475  ,450  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
AL BRK 2 C AMPS BKR TRIP  ,"AL,2C      ",5  ,450  ,475  ,504  ,-10  ,-20  ,-30  ,600.0001,AMPS  ,106,106,1,"""03017015""","""AL BRK 2 C AMPS BKR TRIP""",017,5,1,600.0001,1,1,504  ,475  ,450  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
AL BRK 3 A AMPS BKR TRIP  ,"AL,3A      ",5  ,450  ,475  ,504  ,-10  ,-20  ,-30  ,600.0001,AMPS  ,107,107,1,"""03017016""","""AL BRK 3 A AMPS BKR TRIP""",017,5,1,600.0001,1,1,504  ,475  ,450  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
AL BRK 3 B AMPS BKR TRIP  ,"AL,3B      ",5  ,450  ,475  ,504  ,-10  ,-20  ,-30  ,600.0001,AMPS  ,108,108,1,"""03017017""","""AL BRK 3 B AMPS BKR TRIP""",017,5,1,600.0001,1,1,504  ,475  ,450  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
AL BRK 3 C AMPS BKR TRIP  ,"AL,3C      ",5  ,450  ,475  ,504  ,-10  ,-20  ,-30  ,600.0001,AMPS  ,109,109,1,"""03017018""","""AL BRK 3 C AMPS BKR TRIP""",017,5,1,600.0001,1,1,504  ,475  ,450  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
AL DC VOLTS  ,"AL,DCV     ",5  ,135  ,136.5  ,140  ,128.5  ,126.5  ,-10  ,149.9999,VOLTS  ,110,110,1,"""03017019""","""AL DC VOLTS""",017,5,5,149.9999,1,1,140  ,136.5  ,135  ,128.5,126.5  ,-10  ,0.0,0.0,0.0,1.0,1.0,
ALACHUA TX2 REG A VOLTS  ,"AL,RAV2    ",5  ,127.5  ,129  ,150  ,120  ,119  ,-10  ,204.7,VOLTS  ,111,111,1,"""03017020""","""ALACHUA TX2 REG A VOLTS""",017,5,5,204.7,1,1,150  ,129  ,127.5  ,120,119  ,-10  ,0.0,0.0,0.0,1.0,1.0,
ALACHUA TX2 REG B VOLTS  ,"AL,RBV2    ",5  ,127.5  ,129  ,150  ,120  ,119  ,-10  ,204.7,VOLTS  ,112,112,1,"""03017021""","""ALACHUA TX2 REG B VOLTS""",017,5,5,204.7,1,1,150  ,129  ,127.5  ,120,119  ,-10  ,0.0,0.0,0.0,1.0,1.0,
ALACHUA TX2 REG C VOLTS  ,"AL,RCV2    ",5  ,127.5  ,129  ,150  ,120  ,119  ,-10  ,204.7,VOLTS  ,113,113,1,"""03017022""","""ALACHUA TX2 REG C VOLTS""",017,5,5,204.7,1,1,150  ,129  ,127.5  ,120,119  ,-10  ,0.0,0.0,0.0,1.0,1.0,
AL TX2 LS A AMPS  ,"AL,TX2A    ",5  ,775  ,800  ,834  ,-10  ,-20  ,-30  ,1228.2,AMPS  ,114,114,1,"""03017023""","""AL TX2 LS A AMPS""",017,5,1,1228.2,1,1,834  ,800  ,775  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
AL TX2 LS B AMPS  ,"AL,TX2B    ",5  ,775  ,800  ,834  ,-10  ,-20  ,-30  ,1228.2,AMPS  ,115,115,1,"""03017024""","""AL TX2 LS B AMPS""",017,5,1,1228.2,1,1,834  ,800  ,775  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
AL TX2 LS C AMPS  ,"AL,TX2C    ",5  ,775  ,800  ,834  ,-10  ,-20  ,-30  ,1228.2,AMPS  ,116,116,1,"""03017025""","""AL TX2 LS C AMPS""",017,5,1,1228.2,1,1,834  ,800  ,775  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
ALACHUA TX2 WATTS  ,"AL,TX2W    ",5  ,29000  ,31000  ,33000  ,-10  ,-500  ,-1000  ,49128.0,WATTS  ,117,117,1,"""03017026""","""ALACHUA TX2 WATTS""",017,5,3,49128.0,1,1,33000  ,31000  ,29000  ,-10,-500  ,-1000  ,0.0,0.0,0.0,1.0,1.0,
BKR 2 C AMPS BKR TRIP  ,"SG,2C      ",7  ,440  ,490  ,540  ,-10  ,-20  ,-30  ,599.9999,AMPS  ,118,118,1,"""03008002""","""BKR 2 C AMPS BKR TRIP""",008,7,1,599.9999,1,1,540  ,490  ,440  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
LY TX1 POWER FACTOR  ,"LY,PF1M    ",7  ,  ,  ,  ,  ,  ,  ,204.7,PF  ,119,119,1,"""03042001""","""LY TX1 POWER FACTOR""",042,7,6,204.7,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
SECI CURRENT MONTH PEAK  ,"CEC,SEMPK   ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,120,120,2,"""04053001""","""SECI CURRENT MONTH PEAK""",053,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI TX1 WATTS  ,"MI,TX1W    ",3  ,38000  ,40000  ,44800  ,-38000  ,-40000  ,-44800  ,65504.0,WATTS  ,121,121,1,"""03011012""","""MI TX1 WATTS""",011,3,3,65504.0,1,1,44800  ,40000  ,38000  ,-38000,-40000  ,-44800  ,0.0,0.0,0.0,1.0,1.0,
KH TEMPERATURE  ,"KH,T       ",1  ,  ,  ,  ,  ,  ,  ,150.0,DEG F  ,122,122,1,"""03038001""","""KH TEMPERATURE""",038,1,13,150.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MX TX1 REG C TAP POS  ,"MX,RCTAP1  ",3  ,15  ,16  ,16.5  ,-15  ,-16  ,-16.5  ,15.9922,TAP  ,123,123,1,"""03033004""","""MX TX1 REG C TAP POS""",033,3,9,15.9922,1,1,16.5  ,16  ,15  ,-15,-16  ,-16.5  ,0.0,0.0,0.0,1.0,1.0,
HL TX2 FREQUENCY  ,"HL,TX2FRQ  ",5  ,  ,  ,  ,  ,  ,  ,204.7,HZ  ,124,124,1,"""03070001""","""HL TX2 FREQUENCY""",070,5,7,204.7,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
SS LTC1 TAP POS  ,"SS,LTC1    ",1  ,15  ,16  ,16.5  ,-15  ,-16  ,-16.5  ,15.9922,TAP  ,125,125,1,"""03045001""","""SS LTC1 TAP POS""",045,1,9,15.9922,1,1,16.5  ,16  ,15  ,-15,-16  ,-16.5  ,0.0,0.0,0.0,1.0,1.0,
RS ACCUM CUR HOUR TOT  ,"RS,CHRT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,  ,126,126,2,"""04027001""","""RS ACCUM CUR HOUR TOT""",027,10,"""""",1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
"TU,W =LC W655W  ","LC,TUW     ",3  ,  ,  ,  ,  ,  ,  ,1.0,WATTS  ,127,127,2,"""04023002""","""TU,W =LC W655W""",023,3,3,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI TX2 REG B VOLTS  ,"MI,RBV2    ",3  ,127.5  ,129  ,150  ,120  ,118.5  ,-10  ,204.7,VOLTS  ,128,128,1,"""03011013""","""MI TX2 REG B VOLTS""",011,3,5,204.7,1,1,150  ,129  ,127.5  ,120,118.5  ,-10  ,0.0,0.0,0.0,1.0,1.0,
MI TX2 REG C VOLTS  ,"MI,RCV2    ",3  ,127.5  ,129  ,150  ,120  ,118.5  ,-10  ,204.7,VOLTS  ,129,129,1,"""03011014""","""MI TX2 REG C VOLTS""",011,3,5,204.7,1,1,150  ,129  ,127.5  ,120,118.5  ,-10  ,0.0,0.0,0.0,1.0,1.0,
MI TX2 LS A AMPS  ,"MI,TX2A    ",3  ,1450  ,1500  ,1549  ,-10  ,-20  ,-30  ,1637.6,AMPS  ,130,130,1,"""03011015""","""MI TX2 LS A AMPS""",011,3,1,1637.6,1,1,1549  ,1500  ,1450  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
MIDDLEBURG WATT TOTAL  ,"MI,WT      ",3  ,  ,  ,  ,  ,  ,  ,1.0,WATTS  ,131,131,2,"""04011001""","""MIDDLEBURG WATT TOTAL""",011,3,3,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
WATTS  ,"PP,W       ",5  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,132,132,2,"""04037001""","""WATTS""",037,5,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
AL PREV HR DEMAND TOTAL  ,"AL,PHRT    ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,133,133,2,"""04017003""","""AL PREV HR DEMAND TOTAL""",017,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI TX1 VARS LAG  ,"MI,MV1     ",3  ,5000  ,6000  ,14400  ,  ,  ,  ,65504.0,VARS  ,134,134,1,"""03011016""","""MI TX1 VARS LAG""",011,3,4,65504.0,1,1,14400  ,6000  ,5000  ,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI BKR 2A AMPS  ,"MI,2A      ",3  ,400  ,440  ,480  ,-10  ,-20  ,-30  ,600.0003,AMPS  ,135,135,1,"""03011017""","""MI BKR 2A AMPS""",011,3,1,600.0003,1,1,480  ,440  ,400  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
MI BKR 2B AMPS  ,"MI,2B      ",3  ,400  ,440  ,480  ,-10  ,-20  ,-30  ,600.0003,AMPS  ,136,136,1,"""03011018""","""MI BKR 2B AMPS""",011,3,1,600.0003,1,1,480  ,440  ,400  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
MI BKR 2C AMPS  ,"MI,2C      ",3  ,400  ,440  ,480  ,-10  ,-20  ,-30  ,600.0003,AMPS  ,137,137,1,"""03011019""","""MI BKR 2C AMPS""",011,3,1,600.0003,1,1,480  ,440  ,400  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
BC BKR 6W55 VARS  ,"BC,6W55MV  ",3  ,55000  ,60000  ,103500  ,-10000  ,-12000  ,-15000  ,108000.0,VARS  ,138,138,1,"""03007001""","""BC BKR 6W55 VARS""",007,3,4,108000.0,1,1,103500  ,60000  ,55000  ,-10000,-12000  ,-15000  ,0.0,0.0,0.0,1.0,1.0,
BN FDR 4 WATTS  ,"BN,4KW     ",3  ,  ,  ,  ,  ,  ,  ,20470.0,WATTS  ,139,139,1,"""03039002""","""BN FDR 4 WATTS""",039,3,3,20470.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
SEM PEAK  ,"SEM,PEAK    ",2  ,10000  ,10000  ,10000  ,-100  ,-300  ,-400  ,1.0,MWATT  ,140,140,2,"""04048001""","""SEM PEAK""",048,2,14,1.0,1,1,10000  ,10000  ,10000  ,-100,-300  ,-400  ,0.0,0.0,0.0,1.0,1.0,
CEC LM PEAK  ,"CEC,PEAK    ",2  ,  ,  ,  ,  ,  ,  ,1.0,MWATT  ,141,141,2,"""04053002""","""CEC LM PEAK""",053,2,14,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
